secondsToInitiallyLoadMessages	11.700517	
secondsToInitiallyLoadMessages	19.686729	
secondsToInitiallyLoadMessages	19.077563	
secondsToInitiallyLoadMessages	21.407356	
secondsToInitiallyLoadMessages	21.583342	
secondsToInitiallyLoadMessages	20.978749	
secondsToInitiallyLoadMessages	26.396124	
secondsToInitiallyLoadMessages	24.665316	
secondsToInitiallyLoadMessages	27.753744	
secondsToInitiallyLoadMessages	32.481897	
secondsToInitiallyLoadMessages	25.581685	
secondsToInitiallyLoadMessages	31.916838	
secondsToInitiallyLoadMessages	29.881454	
secondsToInitiallyLoadMessages	35.272145	
secondsToInitiallyLoadMessages	31.532099	
secondsToInitiallyLoadMessages	33.072008	
secondsToInitiallyLoadMessages	33.220766	
secondsToInitiallyLoadMessages	37.977422	
secondsToInitiallyLoadMessages	32.26255	
secondsToInitiallyLoadMessages	34.692269	
secondsToInitiallyLoadMessages	33.858408	
secondsToInitiallyLoadMessages	41.849683	
secondsToInitiallyLoadMessages	36.262409	
secondsToInitiallyLoadMessages	35.788878	
secondsToInitiallyLoadMessages	39.553263	
secondsToInitiallyLoadMessages	34.69552	
secondsToInitiallyLoadMessages	43.728163	
secondsToInitiallyLoadMessages	39.856603	
secondsToInitiallyLoadMessages	39.410408	
secondsToInitiallyLoadMessages	43.743911	
secondsToInitiallyLoadMessages	41.858041	
secondsToInitiallyLoadMessages	34.843444	
secondsToInitiallyLoadMessages	41.710599	
secondsToInitiallyLoadMessages	44.940398	
secondsToInitiallyLoadMessages	45.612223	
secondsToInitiallyLoadMessages	45.88055	
secondsToInitiallyLoadMessages	43.40028	
secondsToInitiallyLoadMessages	48.526652	
secondsToInitiallyLoadMessages	41.337879	
secondsToInitiallyLoadMessages	45.044767	
secondsToInitiallyLoadMessages	49.864307	
secondsToInitiallyLoadMessages	40.828486	
secondsToInitiallyLoadMessages	51.617598	
secondsToInitiallyLoadMessages	52.269441	
secondsToInitiallyLoadMessages	53.526205	
secondsToInitiallyLoadMessages	53.755263	
secondsToInitiallyLoadMessages	50.83783	
secondsToInitiallyLoadMessages	64.352756	
secondsToInitiallyLoadMessages	46.008316	
secondsToInitiallyLoadMessages	52.538256	
secondsToInitiallyLoadMessages	54.829017	
secondsToInitiallyLoadMessages	51.09862	
secondsToInitiallyLoadMessages	52.158985	
secondsToInitiallyLoadMessages	55.103036	
secondsToInitiallyLoadMessages	64.500339	
secondsToInitiallyLoadMessages	59.444922	
secondsToInitiallyLoadMessages	50.631072	
secondsToInitiallyLoadMessages	47.995287	
secondsToInitiallyLoadMessages	55.920888	
secondsToInitiallyLoadMessages	56.356819	
